player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HBP,SO,GDP,AVG,SLG,OBP,team,year
木村 昇吾,3,7,6,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.167,0.167,0.286,西武,2017
木村 文紀,105,203,184,26,37,5,1,2,50,13,7,4,4,1,13,0,1,53,5,0.201,0.272,0.256,西武,2017
栗山 巧,116,374,333,28,84,13,0,9,124,46,0,0,4,7,27,0,3,64,10,0.252,0.372,0.308,西武,2017
源田 壮亮,143,647,575,85,155,18,10,3,202,57,37,10,26,4,36,0,6,100,5,0.27,0.351,0.317,西武,2017
斉藤 彰吾,10,8,8,2,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0.125,0.125,0.125,西武,2017
坂田 遼,11,19,16,2,7,0,0,2,13,4,0,0,0,0,3,0,0,8,0,0.438,0.813,0.526,西武,2017
佐野 泰雄,6,3,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,西武,2017
炭谷 銀仁朗,104,310,267,32,67,11,0,5,93,30,2,1,23,4,8,0,8,45,6,0.251,0.348,0.289,西武,2017
田代 将太郎,38,62,56,8,4,0,1,1,9,5,3,2,0,0,5,0,1,16,1,0.071,0.161,0.161,西武,2017
十亀 剣,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,西武,2017
外崎 修汰,135,489,438,65,113,22,3,10,171,48,23,3,10,3,33,0,5,109,4,0.258,0.39,0.315,西武,2017
永江 恭平,25,19,17,3,4,1,0,1,8,4,0,0,2,0,0,0,0,5,0,0.235,0.471,0.235,西武,2017
中村 剛也,115,486,415,69,90,14,0,27,185,79,1,0,0,6,61,1,4,118,12,0.217,0.446,0.319,西武,2017
野上 亮磨,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,西武,2017
水口 大地,56,51,50,17,14,3,0,0,17,4,5,4,0,0,1,0,0,6,1,0.28,0.34,0.294,西武,2017
メヒア,113,388,345,34,83,18,0,19,158,53,1,0,0,2,37,0,4,100,7,0.241,0.458,0.32,西武,2017
森 友哉,38,145,124,16,42,8,3,2,62,18,3,1,0,0,21,0,0,24,4,0.339,0.5,0.434,西武,2017
山川 穂高,78,293,242,46,72,19,0,23,160,61,0,1,0,0,46,1,5,72,7,0.298,0.661,0.42,西武,2017
渡辺 直人,32,79,68,3,16,7,0,0,23,3,0,0,4,0,7,0,0,14,2,0.235,0.338,0.307,西武,2017
井口 資仁,65,144,123,9,30,7,0,2,43,15,0,0,0,2,19,1,0,27,4,0.244,0.35,0.34,ロッテ,2017
石川 歩,16,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.0,0.0,0.5,ロッテ,2017
伊志嶺 翔大,52,117,104,12,18,1,1,0,21,4,4,0,4,0,9,0,0,22,1,0.173,0.202,0.239,ロッテ,2017
井上 晴哉,35,119,113,5,26,7,0,0,33,11,0,0,0,0,5,0,1,26,2,0.23,0.292,0.269,ロッテ,2017
猪本 健太郎,8,14,14,1,2,1,0,0,3,2,0,1,0,0,0,0,0,6,0,0.143,0.214,0.143,ロッテ,2017
江村 直也,13,6,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.167,0.167,0.167,ロッテ,2017
大木 貴将,9,13,13,3,2,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0.154,0.154,0.154,ロッテ,2017
大嶺 翔太,91,240,214,15,44,9,2,5,72,23,1,0,9,2,14,0,1,56,1,0.206,0.336,0.255,ロッテ,2017
岡田 幸文,31,40,33,4,0,0,0,0,0,0,0,0,2,0,5,1,0,2,0,0.0,0.0,0.132,ロッテ,2017
荻野 貴司,103,394,356,53,94,22,1,5,133,24,26,3,10,1,25,0,2,44,6,0.264,0.374,0.315,ロッテ,2017
柿沼 友哉,8,9,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0.0,0.0,0.0,ロッテ,2017
角中 勝也,110,452,383,44,103,17,4,8,152,44,6,1,1,2,62,4,4,44,6,0.269,0.397,0.375,ロッテ,2017
香月 一也,19,42,41,1,8,0,0,0,8,2,0,0,1,0,0,0,0,6,1,0.195,0.195,0.195,ロッテ,2017
加藤 翔平,98,292,271,24,72,12,5,5,109,27,7,4,12,2,6,0,1,44,2,0.266,0.402,0.282,ロッテ,2017
金澤 岳,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ロッテ,2017
唐川 侑己,21,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,ロッテ,2017
清田 育宏,79,263,231,28,47,8,1,3,66,21,3,0,5,0,24,0,3,61,8,0.203,0.286,0.287,ロッテ,2017
サントス,66,193,180,22,45,10,0,3,64,8,5,4,5,0,7,0,1,46,2,0.25,0.356,0.282,ロッテ,2017
佐々木 千隼,15,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,ロッテ,2017
柴田 講平,17,34,33,2,4,0,0,1,7,2,1,0,0,0,0,0,1,9,0,0.121,0.212,0.147,ロッテ,2017
鈴木 大地,143,588,508,56,132,27,5,11,202,52,6,5,3,4,55,1,18,85,7,0.26,0.398,0.35,ロッテ,2017
ダフィー,54,183,164,15,33,8,1,6,61,18,0,0,0,1,14,0,4,61,2,0.201,0.372,0.279,ロッテ,2017
髙濱 卓也,28,38,35,1,6,2,0,0,8,1,0,0,0,0,3,0,0,6,4,0.171,0.229,0.237,ロッテ,2017
田村 龍弘,132,359,311,31,77,12,3,3,104,36,4,2,17,4,26,0,1,68,7,0.248,0.334,0.304,ロッテ,2017
チェン・グァンユウ,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ロッテ,2017
中村 奨吾,85,312,280,32,77,13,2,9,121,32,11,3,5,1,20,1,6,63,5,0.275,0.432,0.336,ロッテ,2017
根元 俊一,40,118,109,10,24,7,1,1,36,9,1,0,2,0,6,0,1,34,0,0.22,0.33,0.267,ロッテ,2017
パラデス,89,289,269,31,59,9,0,10,98,26,1,0,0,1,16,0,3,97,5,0.219,0.364,0.27,ロッテ,2017
肘井 竜蔵,16,21,21,4,5,1,0,0,6,0,0,0,0,0,0,0,0,12,0,0.238,0.286,0.238,ロッテ,2017
平沢 大河,50,129,119,9,21,2,1,1,28,3,1,0,3,0,6,0,1,40,1,0.176,0.235,0.222,ロッテ,2017
福浦 和也,70,155,134,6,30,7,0,0,37,18,0,0,0,2,18,0,1,25,4,0.224,0.276,0.316,ロッテ,2017
二木 康太,23,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.0,0.0,ロッテ,2017
ペーニャ,70,252,219,24,53,14,0,15,112,38,0,0,0,2,26,0,5,72,8,0.242,0.511,0.333,ロッテ,2017
細谷 圭,41,106,100,8,19,3,2,2,32,13,0,0,1,0,5,0,0,38,2,0.19,0.32,0.229,ロッテ,2017
三木 亮,85,229,207,18,50,9,0,2,65,19,0,1,9,2,8,0,3,55,1,0.242,0.314,0.277,ロッテ,2017
三家 和真,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ロッテ,2017
吉田 裕太,61,107,94,10,16,7,0,3,32,6,0,0,6,0,7,0,0,30,4,0.17,0.34,0.228,ロッテ,2017
涌井 秀章,25,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,ロッテ,2017
アドゥワ 誠,53,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0.2,0.2,0.2,広島,2018
會澤 翼,106,377,315,42,96,18,1,13,155,42,0,0,5,4,39,5,14,56,6,0.305,0.492,0.401,広島,2018
安部 友裕,72,252,220,32,52,11,4,4,83,24,7,1,7,2,21,3,2,60,1,0.236,0.377,0.306,広島,2018
天谷 宗一郎,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,広島,2018
新井 貴浩,63,132,114,7,25,3,1,4,42,24,0,0,0,4,14,1,0,26,4,0.219,0.368,0.295,広島,2018
石原 慶幸,58,107,96,6,17,1,0,1,21,7,0,0,4,1,5,2,1,27,4,0.177,0.219,0.223,広島,2018
磯村 嘉孝,37,91,79,6,17,2,0,1,22,4,0,0,5,0,6,1,1,12,4,0.215,0.278,0.279,広島,2018
岩本 貴裕,10,8,7,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0.143,0.143,0.25,広島,2018
上本 崇司,59,13,11,8,1,0,0,0,1,0,6,2,1,0,1,0,0,4,0,0.091,0.091,0.167,広島,2018
エルドレッド,38,94,80,8,17,9,0,5,41,14,0,0,0,0,11,0,3,19,3,0.213,0.513,0.33,広島,2018
大瀬良 大地,27,69,57,4,10,2,0,0,12,9,0,0,9,0,3,0,0,22,3,0.175,0.211,0.217,広島,2018
岡田 明丈,26,49,43,3,6,0,0,0,6,3,0,0,4,1,1,0,0,25,2,0.14,0.14,0.156,広島,2018
菊池 涼介,139,642,557,85,130,27,1,13,198,60,10,2,30,1,51,2,3,111,5,0.233,0.355,0.301,広島,2018
九里 亜蓮,24,37,30,0,2,0,0,0,2,1,0,0,5,0,2,0,0,22,1,0.067,0.067,0.125,広島,2018
小窪 哲也,17,28,26,2,8,3,1,0,13,3,0,0,0,0,1,1,1,7,0,0.308,0.5,0.357,広島,2018
坂倉 将吾,9,9,8,1,1,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0.125,0.25,0.222,広島,2018
ジョンソン,24,53,45,3,4,0,0,0,4,2,0,0,5,0,3,0,0,22,2,0.089,0.089,0.146,広島,2018
下水流 昂,67,89,80,8,21,1,0,4,34,12,0,1,2,0,7,0,0,25,5,0.263,0.425,0.322,広島,2018
庄司 隼人,12,15,14,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.0,0.0,0.067,広島,2018
鈴木 誠也,124,520,422,86,135,32,2,30,261,94,4,4,0,5,88,2,5,116,4,0.32,0.618,0.438,広島,2018
曽根 海成,11,22,18,3,5,0,1,0,7,2,1,0,1,0,2,0,1,9,0,0.278,0.389,0.381,広島,2018
高橋 昂也,6,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.2,0.2,0.2,広島,2018
髙橋 大樹,6,16,15,1,5,1,0,0,6,0,0,0,0,0,1,0,0,4,1,0.333,0.4,0.375,広島,2018
高橋 樹也,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,広島,2018
田中 広輔,143,675,572,92,150,19,10,10,219,60,32,13,6,5,75,3,17,118,6,0.262,0.383,0.362,広島,2018
堂林 翔太,63,60,51,11,11,3,1,0,16,5,0,1,7,0,2,0,0,14,1,0.216,0.314,0.245,広島,2018
戸田 隆矢,7,7,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.143,0.143,0.143,広島,2018
中村 恭平,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,広島,2018
中村 祐太,9,13,10,1,2,1,0,0,3,1,0,0,1,0,2,0,0,3,0,0.2,0.3,0.333,広島,2018
西川 龍馬,107,361,327,44,101,22,3,6,147,46,5,3,4,1,27,3,2,51,4,0.309,0.45,0.364,広島,2018
野間 峻祥,126,447,405,64,116,14,7,5,159,46,17,10,4,2,30,0,6,69,2,0.286,0.393,0.343,広島,2018
野村 祐輔,20,46,39,0,4,0,0,0,4,1,0,0,5,0,2,0,0,18,1,0.103,0.103,0.146,広島,2018
バティスタ,99,302,273,38,66,8,0,25,149,55,0,1,0,2,26,4,1,81,6,0.242,0.546,0.308,広島,2018
フランスア,47,7,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0.0,0.0,0.143,広島,2018
福井 優也,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,広島,2018
藤井 皓哉,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,広島,2018
松山 竜平,124,446,397,46,120,25,2,12,185,74,2,0,0,5,42,4,2,46,10,0.302,0.466,0.368,広島,2018
丸 佳浩,125,566,432,109,132,22,0,39,271,97,10,10,0,1,130,8,3,130,5,0.306,0.627,0.468,広島,2018
美間 優槻,30,38,36,2,5,0,0,0,5,1,0,0,1,0,1,0,0,11,2,0.139,0.139,0.162,広島,2018
メヒア,22,44,41,6,11,2,0,3,22,7,1,1,0,0,2,0,1,12,2,0.268,0.537,0.318,広島,2018
薮田 和樹,9,9,7,0,1,0,0,0,1,1,0,0,2,0,0,0,0,3,0,0.143,0.143,0.143,広島,2018
アルモンテ,132,546,498,56,160,37,0,15,242,77,1,1,0,3,44,1,1,95,16,0.321,0.486,0.375,中日,2018
阿部 寿樹,18,26,23,1,5,3,0,0,8,4,0,0,0,0,3,0,0,3,1,0.217,0.348,0.308,中日,2018
荒木 雅博,52,84,82,11,22,6,0,1,31,3,0,2,1,0,1,0,0,13,2,0.268,0.378,0.277,中日,2018
石川 駿,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,中日,2018
遠藤 一星,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,中日,2018
大島 洋平,141,645,588,92,161,20,7,7,216,57,21,9,1,5,47,2,4,80,2,0.274,0.367,0.329,中日,2018
大野 奨太,63,167,137,9,27,4,2,2,41,10,0,0,9,0,20,2,1,31,2,0.197,0.299,0.304,中日,2018
大野 雄大,6,10,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0.0,0.0,0.0,中日,2018
小笠原 慎之介,17,38,34,0,2,0,0,0,2,0,0,0,4,0,0,0,0,18,0,0.059,0.059,0.059,中日,2018
小熊 凌祐,8,18,14,1,1,0,0,0,1,0,0,0,2,0,2,0,0,4,1,0.071,0.071,0.188,中日,2018
ガルシア,27,56,54,1,7,0,0,0,7,2,0,0,2,0,0,0,0,20,2,0.13,0.13,0.13,中日,2018
笠原 祥太郎,21,38,33,0,4,1,0,0,5,1,0,0,4,0,1,0,0,19,0,0.121,0.152,0.147,中日,2018
亀澤 恭平,110,206,185,21,53,2,2,0,59,8,5,3,3,0,17,2,1,21,2,0.286,0.319,0.35,中日,2018
木下 拓哉,16,28,25,4,3,1,0,1,7,2,0,0,0,0,3,1,0,9,0,0.12,0.28,0.214,中日,2018
京田 陽太,143,632,578,73,136,15,7,4,177,44,20,10,26,3,19,0,6,111,12,0.235,0.306,0.266,中日,2018
工藤 隆人,73,17,15,17,2,0,0,0,2,1,3,1,1,0,0,0,1,7,0,0.133,0.133,0.188,中日,2018
近藤 弘基,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,中日,2018
ジー,4,10,9,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,1,0.111,0.111,0.111,中日,2018
鈴木 翔太,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,中日,2018
高橋 周平,128,477,433,35,110,26,2,11,173,69,0,0,8,3,30,1,3,89,9,0.254,0.4,0.305,中日,2018
武山 真吾,30,54,44,1,3,2,0,0,5,6,0,0,2,3,5,1,0,17,0,0.068,0.114,0.154,中日,2018
谷 哲也,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,中日,2018
堂上 直倫,74,56,47,3,10,0,0,0,10,6,0,0,2,2,3,0,2,9,2,0.213,0.213,0.278,中日,2018
野本 圭,8,8,8,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0.125,0.25,0.125,中日,2018
ビシエド,135,582,512,91,178,26,1,26,284,99,3,4,0,4,51,4,15,61,24,0.348,0.555,0.419,中日,2018
平田 良介,138,568,493,83,162,26,5,9,225,55,8,7,2,3,67,4,3,69,7,0.329,0.456,0.41,中日,2018
福田 永将,133,487,440,50,115,22,1,13,178,63,0,0,0,5,37,1,5,119,13,0.261,0.405,0.322,中日,2018
藤井 淳志,96,162,145,21,35,8,0,3,52,30,0,0,0,5,12,1,0,36,1,0.241,0.359,0.29,中日,2018
藤嶋 健人,19,19,15,3,1,0,0,0,1,0,0,0,1,0,3,0,0,5,1,0.067,0.067,0.222,中日,2018
Ｒ．マルティネス,7,9,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0.111,0.111,0.111,中日,2018
松井 雅人,92,260,218,18,50,7,1,2,65,22,0,0,7,3,30,9,2,51,5,0.229,0.298,0.324,中日,2018
松井 佑介,17,22,22,2,3,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0.136,0.136,0.136,中日,2018
松坂 大輔,11,20,20,0,2,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0.1,0.1,0.1,中日,2018
モヤ,46,101,93,5,28,4,0,3,41,16,0,1,0,1,6,1,1,25,1,0.301,0.441,0.347,中日,2018
柳 裕也,10,17,15,0,3,1,0,0,4,0,0,0,2,0,0,0,0,5,0,0.2,0.267,0.2,中日,2018
山井 大介,10,17,17,0,1,1,0,0,2,2,0,0,0,0,0,0,0,6,1,0.059,0.118,0.059,中日,2018
吉見 一起,20,39,33,0,1,0,0,0,1,1,0,0,5,0,1,0,0,19,0,0.03,0.03,0.059,中日,2018
東 克樹,24,54,45,0,4,1,0,0,5,1,0,0,8,0,1,0,0,24,1,0.089,0.111,0.109,DeNA,2018
荒波 翔,11,13,11,1,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0.0,0.0,0.154,DeNA,2018
飯塚 悟史,9,15,15,0,2,1,0,0,3,0,0,0,0,0,0,0,0,9,0,0.133,0.2,0.133,DeNA,2018
石川 雄洋,41,91,74,10,17,1,0,0,18,7,5,3,4,2,11,0,0,19,1,0.23,0.243,0.322,DeNA,2018
石田 健大,23,27,25,1,1,0,0,0,1,0,0,0,2,0,0,0,0,14,0,0.04,0.04,0.04,DeNA,2018
伊藤 光,47,151,128,12,25,5,0,1,33,11,1,1,0,2,18,0,3,29,5,0.195,0.258,0.305,DeNA,2018
井納 翔一,24,16,16,1,3,0,0,0,3,1,0,0,0,0,0,0,0,5,0,0.188,0.188,0.188,DeNA,2018
今永 昇太,23,26,23,1,4,0,0,0,4,1,0,0,1,1,1,0,0,9,0,0.174,0.174,0.2,DeNA,2018
ウィーランド,17,38,33,1,6,1,0,1,10,2,0,0,1,1,3,0,0,9,0,0.182,0.303,0.243,DeNA,2018
エスコバー,53,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,DeNA,2018
乙坂 智,73,109,93,16,19,2,0,0,21,7,3,3,2,2,12,1,0,22,0,0.204,0.226,0.29,DeNA,2018
笠井 崇正,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,DeNA,2018
梶谷 隆幸,41,137,127,21,34,8,0,8,66,18,5,2,0,0,8,0,2,21,1,0.268,0.52,0.321,DeNA,2018
神里 和毅,86,273,247,31,62,14,3,5,97,21,15,9,4,0,19,1,3,68,4,0.251,0.393,0.312,DeNA,2018
京山 将弥,13,25,23,1,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0.0,0.0,0.08,DeNA,2018
楠本 泰史,56,82,73,4,15,3,0,0,18,2,2,1,0,0,6,0,3,19,0,0.205,0.247,0.293,DeNA,2018
国吉 佑樹,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,DeNA,2018
倉本 寿彦,85,235,228,11,53,7,0,1,63,14,1,2,0,1,6,0,0,51,5,0.232,0.276,0.251,DeNA,2018
桑原 将志,127,421,379,57,99,24,5,9,160,26,17,3,7,0,32,1,3,71,3,0.261,0.422,0.324,DeNA,2018
Ｇ 後藤 武敏,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,DeNA,2018
佐野 恵太,73,130,126,6,29,4,0,5,48,14,1,0,0,1,3,0,0,26,3,0.23,0.381,0.246,DeNA,2018
柴田 竜拓,113,265,224,32,49,6,0,3,64,13,2,1,6,0,30,2,5,45,3,0.219,0.286,0.324,DeNA,2018
関根 大気,29,26,25,4,7,2,1,0,11,3,2,2,1,0,0,0,0,6,0,0.28,0.44,0.28,DeNA,2018
ソト,107,459,416,74,129,16,0,41,268,95,0,1,0,5,29,2,9,100,5,0.31,0.644,0.364,DeNA,2018
平良 拳太郎,13,27,24,0,2,0,0,0,2,0,0,0,2,0,1,0,0,13,1,0.083,0.083,0.12,DeNA,2018
髙城 俊人,28,75,66,7,9,1,0,0,10,3,2,0,4,1,2,0,2,25,1,0.136,0.152,0.183,DeNA,2018
田中 浩康,31,52,48,3,9,1,0,0,10,3,0,0,1,0,2,0,1,7,3,0.188,0.208,0.235,DeNA,2018
筒香 嘉智,139,580,495,77,146,33,1,38,295,89,0,0,0,3,80,7,2,107,10,0.295,0.596,0.393,DeNA,2018
戸柱 恭孝,25,59,56,5,10,2,0,1,15,6,0,0,1,0,2,0,0,9,3,0.179,0.268,0.207,DeNA,2018
中川 大志,47,62,57,3,13,4,0,2,23,7,0,0,0,0,5,0,0,21,3,0.228,0.404,0.29,DeNA,2018
西森 将司,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,DeNA,2018
パットン,58,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,DeNA,2018
バリオス,14,14,13,0,1,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0.077,0.077,0.077,DeNA,2018
濵口 遥大,19,30,22,0,1,0,0,0,1,1,0,0,8,0,0,0,0,13,0,0.045,0.045,0.045,DeNA,2018
飛雄馬,4,8,7,0,1,0,0,0,1,0,0,1,0,0,1,0,0,3,0,0.143,0.143,0.25,DeNA,2018
平田 真吾,17,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,DeNA,2018
藤岡 好明,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,DeNA,2018
細川 成也,11,22,18,2,4,1,0,1,8,2,0,0,0,0,3,0,1,11,0,0.222,0.444,0.364,DeNA,2018
三嶋 一輝,61,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DeNA,2018
嶺井 博希,91,230,209,10,37,7,0,5,59,25,0,0,6,1,6,2,8,56,9,0.177,0.282,0.228,DeNA,2018
宮﨑 敏郎,142,590,551,71,175,34,0,28,293,71,0,0,0,0,38,3,1,45,16,0.318,0.532,0.363,DeNA,2018
宮本 秀明,21,25,25,6,4,0,0,2,10,2,4,1,0,0,0,0,0,8,1,0.16,0.4,0.16,DeNA,2018
武藤 祐太,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DeNA,2018
山下 幸輝,21,65,63,3,14,2,0,1,19,3,1,0,2,0,0,0,0,13,1,0.222,0.302,0.222,DeNA,2018
大和,113,435,394,54,96,24,3,2,132,27,10,6,9,3,24,1,5,73,0,0.244,0.335,0.293,DeNA,2018
山本 祐大,2,1,1,1,1,0,0,1,4,2,0,0,0,0,0,0,0,0,0,1.0,4.0,1.0,DeNA,2018
ロペス,110,459,441,46,127,23,0,26,228,77,0,0,0,1,16,1,1,58,12,0.288,0.517,0.314,DeNA,2018
阿部 慎之助,95,223,198,22,49,6,0,11,88,46,0,0,1,1,21,2,2,55,6,0.247,0.444,0.324,巨人,2018
石川 慎吾,17,28,26,1,5,1,1,0,8,0,0,0,0,0,2,0,0,6,1,0.192,0.308,0.25,巨人,2018
今村 信貴,13,30,25,0,1,0,0,0,1,2,0,0,4,0,1,0,0,16,0,0.04,0.04,0.077,巨人,2018
宇佐見 真吾,29,58,48,2,5,2,0,0,7,3,0,0,0,0,10,1,0,20,1,0.104,0.146,0.259,巨人,2018
内海 哲也,15,23,21,0,2,0,0,0,2,0,0,0,2,0,0,0,0,10,1,0.095,0.095,0.095,巨人,2018
大城 卓三,83,202,185,19,49,12,0,4,73,17,0,1,2,0,15,3,0,46,3,0.265,0.395,0.32,巨人,2018
大竹 寛,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,巨人,2018
岡本 和真,143,616,540,82,167,26,0,33,292,100,2,1,0,0,72,1,4,120,11,0.309,0.541,0.394,巨人,2018
亀井 善行,123,461,422,47,107,20,0,13,166,49,4,0,0,1,36,2,2,70,6,0.254,0.393,0.315,巨人,2018
河野 元貴,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,巨人,2018
北村 拓己,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,巨人,2018
鍬原 拓也,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,巨人,2018
ゲレーロ,82,323,287,34,70,17,0,15,132,40,2,3,0,1,29,0,6,62,8,0.244,0.46,0.325,巨人,2018
小林 誠司,119,313,265,22,58,9,0,2,73,26,0,0,16,1,27,5,4,58,8,0.219,0.275,0.3,巨人,2018
坂本 勇人,109,502,441,87,152,27,2,18,237,67,9,5,0,0,61,10,0,83,4,0.345,0.537,0.424,巨人,2018
重信 慎之介,60,185,167,24,47,7,5,2,70,13,6,4,6,1,11,0,0,38,1,0.281,0.419,0.324,巨人,2018
菅野 智之,28,69,54,6,7,1,0,1,11,4,0,0,14,0,1,0,0,21,3,0.13,0.204,0.145,巨人,2018
田口 麗斗,16,25,20,1,4,1,0,0,5,1,0,0,3,0,2,0,0,8,1,0.2,0.25,0.273,巨人,2018
立岡 宗一郎,42,60,52,10,12,0,0,0,12,5,4,0,0,0,7,0,1,11,2,0.231,0.231,0.333,巨人,2018
田中 俊太,99,261,228,20,55,6,3,2,73,12,6,0,10,0,23,0,0,41,7,0.241,0.32,0.311,巨人,2018
谷岡 竜平,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,巨人,2018
長野 久義,116,426,383,49,111,16,0,13,166,52,3,2,0,1,41,4,1,69,5,0.29,0.433,0.359,巨人,2018
辻 東倫,8,10,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.1,0.1,0.1,巨人,2018
中井 大介,70,97,86,8,16,5,0,1,24,6,0,0,3,0,6,0,2,25,3,0.186,0.279,0.255,巨人,2018
中川 皓太,30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,巨人,2018
野上 亮磨,25,21,17,0,1,0,0,0,1,0,0,0,2,0,2,0,0,9,0,0.059,0.059,0.158,巨人,2018
畠 世周,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,巨人,2018
マギー,132,547,499,65,142,28,0,21,233,84,2,0,0,6,41,1,1,92,12,0.285,0.467,0.336,巨人,2018
マルティネス,19,66,61,7,11,4,0,2,21,5,1,0,0,0,5,0,0,27,0,0.18,0.344,0.242,巨人,2018
メルセデス,13,34,32,0,1,1,0,0,2,1,0,0,2,0,0,0,0,20,0,0.031,0.063,0.031,巨人,2018
ヤングマン,4,9,9,0,1,0,0,0,1,2,0,0,0,0,0,0,0,4,0,0.111,0.111,0.111,巨人,2018
山口 俊,30,49,47,3,7,2,0,0,9,2,0,0,2,0,0,0,0,17,2,0.149,0.191,0.149,巨人,2018
山本 泰寛,38,120,102,15,26,4,1,0,32,3,2,0,3,0,13,0,2,19,2,0.255,0.314,0.35,巨人,2018
