player,team,ERA,G,W,L,SV,HLD,WPCT,BF,IP,HA,HRA,BB,HBP,SO,R,ER,WHIP,DIPS,year
小木田　敦也,オリックス,2.19,38,4,0,0,7,1.0,193,49.1,37,4,13,0,37,16,12,1.01,3.46,2023
アンダーソン,広島,2.2,21,4,1,0,2,0.8,181,45.0,30,2,17,2,39,12,11,1.04,3.23,2023
ビーズリー,阪神,2.2,18,1,2,0,0,0.333,170,41.0,35,1,13,1,43,12,10,1.17,2.36,2023
髙橋　光成,西武,2.21,23,10,8,0,0,0.556,626,155.0,123,8,47,7,120,47,38,1.1,3.27,2023
メヒア,中日,2.23,8,3,1,0,0,0.75,179,44.1,31,3,18,2,20,11,11,1.11,4.45,2023
及川　雅貴,阪神,2.23,33,3,1,0,7,0.75,147,36.1,28,2,14,2,40,10,9,1.16,2.71,2023
又吉　克樹,ソフトバンク,2.25,32,2,2,0,10,0.5,113,28.0,21,2,10,2,15,7,7,1.11,4.26,2023
比嘉　幹貴,オリックス,2.25,31,2,0,0,6,1.0,83,20.0,21,3,2,2,10,5,5,1.15,4.67,2023
菊地　吏玖,ロッテ,2.25,1,0,1,0,0,0.0,22,4.0,7,1,3,0,0,4,1,2.5,8.62,2023
大竹　耕太郎,阪神,2.26,21,12,2,0,0,0.857,513,131.2,122,10,12,3,82,36,33,1.02,3.2,2023
宮城　大弥,オリックス,2.27,22,10,4,0,0,0.714,575,146.2,107,7,31,5,122,38,37,0.94,2.79,2023
内　星龍,楽天,2.28,53,4,2,0,7,0.667,222,55.1,38,5,17,1,35,17,14,0.99,3.9,2023
藤井　聖,楽天,2.29,10,3,0,0,0,1.0,148,35.1,28,1,18,0,24,12,9,1.3,3.66,2023
今井　達也,西武,2.3,19,10,5,0,0,0.667,533,133.0,87,11,61,8,130,38,34,1.11,3.8,2023
山岡　泰輔,オリックス,2.3,31,2,1,3,8,0.667,390,94.0,75,4,33,3,97,26,24,1.15,2.69,2023
有原　航平,ソフトバンク,2.31,17,10,5,0,0,0.667,490,120.2,105,13,25,7,74,40,31,1.08,4.06,2023
島内　颯太郎,広島,2.31,62,3,3,2,39,0.5,235,58.1,50,3,17,0,64,17,15,1.15,2.47,2023
中村　稔弥,ロッテ,2.31,17,3,1,0,0,0.75,99,23.1,22,0,6,1,19,6,6,1.2,2.39,2023
森原　康平,DeNA,2.32,46,2,1,17,10,0.667,171,42.2,34,2,11,2,34,12,11,1.05,3.05,2023
藤井　皓哉,ソフトバンク,2.33,34,5,3,0,9,0.625,288,69.2,46,3,33,7,84,21,18,1.13,2.95,2023
戸郷　翔征,巨人,2.38,24,12,5,0,0,0.706,676,170.0,141,14,39,3,141,49,45,1.06,3.27,2023
田浦　文丸,ソフトバンク,2.38,45,2,1,0,7,0.667,150,34.0,31,1,12,7,28,9,9,1.26,3.44,2023
ブルワー,阪神,2.38,13,0,1,0,2,0.0,50,11.1,6,1,6,0,14,5,3,1.06,3.12,2023
伊藤　将司,阪神,2.39,21,10,5,0,0,0.667,572,146.2,120,8,21,4,91,40,39,0.96,3.06,2023
平良　海馬,西武,2.4,23,11,7,0,0,0.611,611,150.0,115,10,55,5,153,47,40,1.13,3.11,2023
渡辺　翔太,楽天,2.4,51,8,3,1,25,0.727,197,48.2,30,1,20,2,41,15,13,1.03,2.87,2023
大津　亮介,ソフトバンク,2.43,46,2,0,0,13,1.0,164,40.2,34,5,11,2,21,14,11,1.11,4.57,2023
柳　裕也,中日,2.44,24,4,11,0,0,0.267,636,158.1,126,6,47,4,105,46,43,1.09,3.23,2023
馬場　皐輔,阪神,2.45,19,2,1,0,3,0.667,89,22.0,17,2,8,0,22,8,6,1.14,3.39,2023
マーベル,日本ハム,2.49,8,2,2,0,0,0.5,93,21.2,21,1,9,1,12,9,6,1.38,4.0,2023
佐藤　隼輔,西武,2.5,47,1,2,0,18,0.333,167,39.2,35,1,16,0,27,15,11,1.29,3.15,2023
九里　亜蓮,広島,2.53,26,8,8,0,0,0.5,706,174.1,142,8,49,10,129,58,49,1.1,3.13,2023
髙橋　宏斗,中日,2.53,25,7,11,0,0,0.389,621,146.0,129,6,51,9,145,52,41,1.23,2.9,2023
甲斐野　央,ソフトバンク,2.53,46,3,1,2,8,0.75,172,42.2,33,2,13,2,39,12,12,1.08,2.96,2023
中川　虎大,DeNA,2.53,9,0,1,0,0,0.0,41,10.2,9,2,3,0,10,3,3,1.13,4.53,2023
平井　克典,西武,2.55,54,4,3,0,28,0.571,222,53.0,46,3,22,1,29,15,15,1.28,3.89,2023
山本　大貴,ヤクルト,2.55,42,2,0,0,9,1.0,148,35.1,32,4,13,3,26,11,10,1.27,4.14,2023
福　敬登,中日,2.55,29,1,0,0,12,1.0,76,17.2,12,1,8,1,15,8,5,1.13,3.35,2023
加治屋　蓮,阪神,2.56,51,1,5,1,16,0.167,161,38.2,34,3,13,2,32,12,11,1.22,3.64,2023
則本　昂大,楽天,2.61,24,8,8,0,0,0.5,636,155.0,134,7,44,1,111,57,45,1.15,3.15,2023
鈴木　健矢,日本ハム,2.63,24,6,4,0,1,0.6,273,65.0,59,3,21,3,23,24,19,1.23,4.12,2023
玉井　大翔,日本ハム,2.63,50,0,2,2,10,0.0,162,37.2,43,3,7,3,21,14,11,1.33,3.76,2023
宮西　尚生,日本ハム,2.66,31,1,3,1,13,0.25,111,23.2,29,3,10,3,24,7,7,1.65,4.01,2023
松本　裕樹,ソフトバンク,2.68,53,2,2,0,25,0.5,189,47.0,32,5,17,0,60,16,14,1.04,2.97,2023
西野　勇士,ロッテ,2.69,18,8,5,0,0,0.615,464,117.0,109,4,23,4,92,39,35,1.13,2.68,2023
阿部　翔太,オリックス,2.7,49,3,5,1,21,0.375,193,46.2,37,4,12,5,42,17,14,1.05,3.46,2023
岩貞　祐太,阪神,2.7,50,1,0,0,24,1.0,177,43.1,36,2,12,2,30,15,13,1.11,3.24,2023
船迫　大雅,巨人,2.7,36,3,1,0,8,0.75,118,30.0,21,3,8,3,33,9,9,0.97,3.12,2023
入江　大生,DeNA,2.7,32,1,1,0,7,0.5,136,30.0,29,0,16,2,32,11,9,1.5,2.79,2023
山﨑　伊織,巨人,2.72,23,10,5,0,0,0.667,586,149.0,119,10,25,7,106,46,45,0.97,3.15,2023
木澤　尚文,ヤクルト,2.72,56,2,3,0,20,0.4,227,53.0,42,3,26,5,49,19,16,1.28,3.65,2023
大道　温貴,広島,2.72,48,3,1,0,10,0.75,213,49.2,44,2,23,3,49,15,15,1.35,3.06,2023
中﨑　翔太,広島,2.73,35,1,0,0,7,1.0,132,33.0,25,1,6,2,24,13,10,0.94,2.7,2023
グリフィン,巨人,2.75,20,6,5,0,0,0.545,493,121.0,101,8,29,6,115,41,37,1.07,2.92,2023
上原　健太,日本ハム,2.75,19,4,7,0,0,0.364,424,101.1,101,7,22,4,74,40,31,1.21,3.3,2023
バウアー,DeNA,2.76,19,10,4,0,0,0.714,534,130.2,119,14,31,4,130,44,40,1.15,3.28,2023
鈴木　昭汰,ロッテ,2.76,13,0,0,0,0,0.0,67,16.1,12,2,7,0,13,8,5,1.16,4.41,2023
杉浦　稔大,日本ハム,2.78,24,0,1,0,0,0.0,99,22.2,22,4,10,2,22,9,7,1.41,4.93,2023
今永　昇太,DeNA,2.8,22,7,4,0,0,0.636,596,148.0,132,17,24,4,174,46,46,1.05,2.75,2023
矢崎　拓也,広島,2.81,54,4,2,24,10,0.667,221,51.1,48,5,24,0,38,17,16,1.4,4.02,2023
ティノコ,西武,2.83,38,0,3,0,8,0.0,160,35.0,33,1,20,3,29,13,11,1.51,3.63,2023
池田　隆英,日本ハム,2.86,51,1,5,0,25,0.167,195,50.1,33,5,12,2,45,18,16,0.89,3.46,2023
加藤　貴之,日本ハム,2.87,24,7,9,0,0,0.438,648,163.1,162,14,16,1,83,59,52,1.09,3.49,2023
根本　悠楓,日本ハム,2.88,5,3,1,0,0,0.75,105,25.0,12,2,14,3,23,8,8,1.04,4.36,2023
宋　家豪,楽天,2.89,49,2,1,0,16,0.667,188,46.2,41,5,11,0,35,16,15,1.11,3.72,2023
東妻　勇輔,ロッテ,2.91,36,0,1,0,11,0.0,141,34.0,29,3,12,1,28,11,11,1.21,3.77,2023
大関　友久,ソフトバンク,2.92,17,5,7,0,0,0.417,427,104.2,86,11,35,6,76,36,34,1.16,4.21,2023
栗林　良吏,広島,2.92,55,3,7,18,15,0.3,210,52.1,42,4,19,1,51,18,17,1.17,3.2,2023
岩下　大輝,ロッテ,2.93,27,1,0,0,3,1.0,130,30.2,25,2,14,1,28,11,10,1.27,3.32,2023
大貫　晋一,DeNA,2.95,13,5,4,0,0,0.556,304,76.1,57,6,18,4,55,27,25,0.98,3.49,2023
上沢　直之,日本ハム,2.96,24,9,9,0,0,0.5,696,170.0,152,14,41,5,124,66,56,1.14,3.54,2023
青山　美夏人,西武,2.96,39,0,1,3,1,0.0,186,45.2,32,4,23,0,34,15,15,1.2,4.28,2023
清水　昇,ヤクルト,2.98,56,1,8,0,38,0.111,220,54.1,50,6,6,2,47,20,18,1.03,3.16,2023
酒居　知史,楽天,2.98,47,5,3,1,20,0.625,184,42.1,36,1,25,0,30,17,14,1.44,3.64,2023
ボー・タカハシ,西武,3.0,28,0,1,0,0,0.0,151,36.0,20,1,19,7,27,12,12,1.08,4.15,2023
漆原　大晟,オリックス,3.0,16,0,0,0,1,0.0,99,21.0,23,1,12,3,10,11,7,1.67,4.79,2023
佐々木　千隼,ロッテ,3.0,2,0,0,0,0,0.0,15,3.0,6,0,0,1,0,2,1,2.0,4.12,2023
森下　暢仁,広島,3.01,20,9,6,0,0,0.6,544,131.2,127,10,36,2,94,49,44,1.24,3.52,2023
小澤　怜史,ヤクルト,3.02,29,6,4,0,2,0.6,411,101.1,83,10,29,9,83,38,34,1.11,3.86,2023
板東　湧梧,ソフトバンク,3.04,30,5,4,0,1,0.556,349,83.0,73,5,34,3,58,32,28,1.29,3.84,2023
安樂　智大,楽天,3.04,57,3,2,0,10,0.6,214,47.1,48,2,18,8,32,16,16,1.39,3.9,2023
岸　孝之,楽天,3.07,20,9,5,0,0,0.643,506,120.1,123,10,20,3,76,44,41,1.19,3.51,2023
田嶋　大樹,オリックス,3.09,13,6,4,0,0,0.6,338,81.2,73,9,18,2,64,31,28,1.11,3.72,2023
清水　達也,中日,3.09,50,3,3,0,25,0.5,198,46.2,34,3,30,1,54,16,16,1.37,3.57,2023
北浦　竜次,日本ハム,3.09,12,0,0,0,0,0.0,47,11.2,12,1,2,0,11,4,4,1.2,2.86,2023
カスティーヨ,ロッテ,3.12,12,3,3,0,1,0.5,200,49.0,52,2,3,2,34,18,17,1.12,2.57,2023
フェリス,中日,3.14,19,1,0,0,9,1.0,65,14.1,9,1,11,2,16,5,5,1.4,4.31,2023
メネズ,日本ハム,3.16,12,0,2,0,0,0.0,116,25.2,24,1,14,2,19,13,9,1.48,4.02,2023
鍵谷　陽平,巨人,3.18,13,2,0,1,2,1.0,48,11.1,10,1,5,0,11,4,4,1.32,3.65,2023
坂本　光士郎,ロッテ,3.21,51,1,0,0,16,1.0,209,47.2,46,5,22,2,48,18,17,1.43,3.79,2023
ピーターズ,ヤクルト,3.22,18,6,5,0,0,0.545,415,100.2,99,8,21,5,66,41,36,1.19,3.53,2023
伊勢　大夢,DeNA,3.22,58,4,6,2,33,0.4,212,50.1,54,6,16,0,43,21,18,1.39,3.8,2023
和田　毅,ソフトバンク,3.24,21,8,6,0,0,0.571,414,100.0,89,10,29,3,85,39,36,1.18,3.68,2023
吉田　凌,オリックス,3.24,19,0,0,0,4,0.0,79,16.2,16,1,10,1,12,8,6,1.56,4.44,2023
アドゥワ　誠,広島,3.24,14,1,0,0,1,1.0,67,16.2,15,1,2,1,13,6,6,1.02,2.88,2023
山﨑　福也,オリックス,3.25,23,11,5,0,0,0.688,537,130.1,127,7,24,5,80,48,47,1.16,3.26,2023
松井　颯,巨人,3.26,8,1,1,0,2,0.5,85,19.1,18,3,8,0,17,8,7,1.34,4.46,2023
伊藤　茉央,楽天,3.27,25,1,0,0,3,1.0,98,22.0,18,1,14,3,9,11,8,1.45,5.21,2023
松葉　貴大,中日,3.28,11,1,4,0,0,0.2,232,57.2,55,1,14,1,20,23,21,1.2,3.38,2023
鈴木　翔天,楽天,3.3,61,1,1,1,22,0.5,195,43.2,37,5,25,3,47,18,16,1.42,4.17,2023
阪口　皓亮,ヤクルト,3.31,13,0,2,0,2,0.0,73,16.1,19,0,6,0,17,7,6,1.53,1.77,2023
メルセデス,ロッテ,3.33,22,4,8,1,0,0.333,483,116.1,111,8,36,2,58,46,43,1.26,4.0,2023
荘司　康誠,楽天,3.36,19,5,3,0,0,0.625,460,109.2,90,6,48,5,93,43,41,1.26,3.59,2023
菅野　智之,巨人,3.36,14,4,8,0,0,0.333,315,77.2,70,10,15,3,54,30,29,1.09,4.1,2023
小川　泰弘,ヤクルト,3.38,23,10,8,0,0,0.556,579,144.0,124,14,33,4,86,60,54,1.09,3.92,2023
スチュワート・ジュニア,ソフトバンク,3.38,14,3,6,0,0,0.333,344,77.1,70,7,42,1,67,31,29,1.45,4.19,2023
星　知弥,ヤクルト,3.38,47,2,2,0,20,0.5,161,40.0,34,4,16,1,48,15,15,1.25,3.0,2023
梅野　雄吾,ヤクルト,3.38,5,0,0,0,0,0.0,36,8.0,9,1,4,0,4,3,3,1.63,5.25,2023
門別　啓人,阪神,3.38,2,0,0,0,0,0.0,37,8.0,13,0,1,0,5,3,3,1.75,2.25,2023
赤星　優志,巨人,3.39,12,5,5,0,0,0.5,281,69.0,70,5,13,4,64,27,26,1.2,2.9,2023
菊地　大稀,巨人,3.4,50,4,4,1,11,0.5,193,47.2,40,4,16,1,55,19,18,1.17,2.91,2023
北山　亘基,日本ハム,3.41,14,6,5,0,0,0.545,273,66.0,49,9,34,0,58,26,25,1.26,4.64,2023
種市　篤暉,ロッテ,3.42,23,10,7,0,0,0.588,571,136.2,124,12,45,7,157,56,52,1.24,3.08,2023
隅田　知一郎,西武,3.44,22,9,10,0,0,0.474,554,131.0,123,11,41,7,128,52,50,1.25,3.36,2023
早川　隆久,楽天,3.44,17,6,7,0,0,0.462,413,96.2,102,13,27,2,78,42,37,1.33,4.15,2023
伊藤　大海,日本ハム,3.46,24,7,10,0,0,0.412,649,153.1,147,11,41,8,134,64,59,1.23,3.26,2023
小島　和哉,ロッテ,3.47,25,10,6,0,0,0.625,657,158.1,143,14,57,6,114,64,61,1.26,4.02,2023
松本　航,西武,3.47,20,6,8,0,0,0.429,496,116.2,102,14,48,5,89,48,45,1.29,4.49,2023
平良　拳太郎,DeNA,3.49,11,4,4,0,0,0.5,246,59.1,58,5,13,0,61,23,23,1.2,2.72,2023
田中　正義,日本ハム,3.5,47,2,3,25,8,0.4,194,46.1,43,6,13,0,46,18,18,1.21,3.66,2023
津森　宥紀,ソフトバンク,3.51,56,4,4,0,22,0.5,202,48.2,37,4,21,3,44,20,19,1.19,3.74,2023
中森　俊介,ロッテ,3.54,13,3,2,0,0,0.6,86,20.1,17,2,8,3,10,8,8,1.23,4.74,2023
西　勇輝,阪神,3.57,18,8,5,0,0,0.615,452,108.1,106,8,24,8,56,47,43,1.2,3.88,2023
祖父江　大輔,中日,3.57,45,3,5,0,13,0.375,168,40.1,39,4,8,1,35,16,16,1.17,3.34,2023
小笠原　慎之介,中日,3.59,25,7,12,0,0,0.368,665,160.2,153,14,41,4,134,69,64,1.21,3.41,2023
大西　広樹,ヤクルト,3.6,46,2,2,0,6,0.5,226,55.0,53,3,12,3,35,23,22,1.18,3.21,2023
本前　郁也,ロッテ,3.6,1,0,0,0,0,0.0,22,5.0,4,1,4,0,5,2,2,1.6,6.12,2023
大瀬良　大地,広島,3.61,23,6,11,0,0,0.353,539,129.2,117,15,33,4,103,53,52,1.16,3.8,2023
ポンセ,日本ハム,3.66,10,4,5,0,0,0.444,237,51.2,59,3,17,3,43,27,21,1.47,3.37,2023
サイスニード,ヤクルト,3.67,23,7,8,0,0,0.467,569,135.0,133,15,36,3,103,61,55,1.25,3.86,2023
與座　海人,西武,3.69,15,2,6,0,0,0.25,340,83.0,72,9,21,5,39,38,34,1.12,4.53,2023
益田　直也,ロッテ,3.71,58,2,5,36,13,0.286,222,53.1,49,9,14,1,54,23,22,1.18,4.08,2023
ケムナ　誠,広島,3.71,24,2,0,0,1,1.0,113,26.2,24,1,13,0,25,12,11,1.39,3.2,2023
今野　龍太,ヤクルト,3.77,26,1,0,0,2,1.0,133,31.0,31,4,10,2,13,13,13,1.32,5.02,2023
今村　信貴,巨人,3.81,24,0,0,0,2,0.0,119,26.0,29,1,11,1,13,12,11,1.54,3.89,2023
瀧中　瞭太,楽天,3.83,8,2,4,0,0,0.333,179,42.1,45,3,11,1,18,20,18,1.32,4.04,2023
西　純矢,阪神,3.86,17,5,2,0,0,0.714,316,72.1,79,9,28,3,45,33,31,1.48,4.78,2023
曽谷　龍平,オリックス,3.86,10,1,2,0,0,0.333,138,32.2,33,0,15,1,27,16,14,1.47,2.94,2023
松井　友飛,楽天,3.86,6,1,2,0,0,0.333,78,18.2,15,0,8,0,13,9,8,1.23,2.85,2023
椎野　新,ソフトバンク,3.86,11,0,1,0,0,0.0,73,16.1,17,1,9,0,17,9,7,1.59,3.12,2023
宮城　滝太,DeNA,3.86,11,0,0,0,3,0.0,66,16.1,14,2,2,1,16,7,7,0.98,3.3,2023
直江　大輔,巨人,3.86,16,0,1,0,6,0.0,58,14.0,7,2,9,0,11,7,6,1.14,5.33,2023
武田　翔太,ソフトバンク,3.91,29,1,2,0,2,0.333,197,46.0,45,1,19,2,38,20,20,1.39,3.12,2023
横川　凱,巨人,3.95,20,4,8,0,0,0.333,348,84.1,79,10,24,4,46,38,37,1.22,4.57,2023
平内　龍太,巨人,3.95,11,0,1,0,1,0.0,60,13.2,14,3,7,0,8,6,6,1.54,6.34,2023
石田　健大,DeNA,3.97,23,4,9,0,0,0.308,500,118.0,127,12,30,5,99,56,52,1.33,3.63,2023
涌井　秀章,中日,3.97,21,5,13,0,0,0.278,479,111.0,116,9,30,2,89,53,49,1.32,3.41,2023
石川　雅規,ヤクルト,3.98,13,2,5,0,0,0.286,267,63.1,75,11,6,0,22,32,28,1.28,4.97,2023
ビーディ,巨人,3.99,30,0,6,1,7,0.0,220,49.2,51,5,21,4,36,23,22,1.45,4.31,2023
尾形　崇斗,ソフトバンク,4.0,12,0,1,0,0,0.0,75,18.0,18,3,3,1,15,11,8,1.17,4.29,2023
丸山　翔大,ヤクルト,4.05,22,0,0,0,0,0.0,117,26.2,20,3,16,2,25,12,12,1.35,4.51,2023
ロペス,巨人,4.05,8,0,1,0,0,0.0,34,6.2,6,1,7,0,2,4,3,1.95,7.62,2023
鈴木　博志,中日,4.07,9,1,2,0,1,0.333,106,24.1,23,1,12,2,5,12,11,1.44,4.85,2023
ロドリゲス,ヤクルト,4.09,7,1,5,0,0,0.167,145,33.0,33,5,13,1,23,20,15,1.39,4.79,2023
大江　竜聖,巨人,4.09,32,4,0,0,6,1.0,89,22.0,15,3,10,2,16,10,10,1.14,5.07,2023
田中　豊樹,巨人,4.09,15,0,1,0,3,0.0,43,11.0,8,2,4,0,8,6,5,1.09,5.12,2023
田中　健二朗,DeNA,4.09,11,0,0,0,1,0.0,46,11.0,12,1,2,0,9,5,5,1.27,3.21,2023
石川　柊太,ソフトバンク,4.15,23,4,8,0,0,0.333,550,125.2,108,15,61,8,119,63,58,1.34,4.38,2023
山野　太一,ヤクルト,4.15,5,1,3,0,0,0.25,112,26.0,25,2,11,1,15,13,12,1.38,4.12,2023
高梨　雄平,巨人,4.19,55,2,1,0,23,0.667,185,43.0,32,7,19,4,49,21,20,1.19,4.35,2023
吉村　貢司郎,ヤクルト,4.33,12,4,2,0,0,0.667,257,60.1,66,9,14,2,46,31,29,1.33,4.33,2023
松本　竜也,広島,4.35,13,0,3,1,8,0.0,50,10.1,13,2,7,0,6,6,5,1.94,6.22,2023
山﨑　康晃,DeNA,4.37,49,3,7,20,8,0.3,189,45.1,48,7,8,1,54,22,22,1.24,3.34,2023
遠藤　淳志,広島,4.39,8,1,5,0,0,0.167,174,41.0,36,7,15,2,22,20,20,1.24,5.51,2023
石山　泰稚,ヤクルト,4.4,50,3,6,0,24,0.333,208,47.0,51,3,13,3,41,27,23,1.36,3.03,2023
湯浅　京己,阪神,4.4,15,0,2,8,3,0.0,67,14.1,15,3,8,0,15,8,7,1.6,5.42,2023
藤平　尚真,楽天,4.44,11,2,4,0,0,0.333,231,50.2,50,5,27,1,42,30,25,1.52,4.4,2023
ガゼルマン,DeNA,4.45,13,3,5,0,0,0.375,292,64.2,72,6,33,4,43,35,32,1.62,4.71,2023
濵口　遥大,DeNA,4.5,14,3,7,0,0,0.3,304,68.0,71,6,35,0,56,42,34,1.56,4.12,2023
大勢,巨人,4.5,27,3,0,14,1,1.0,116,26.0,26,4,11,1,34,13,13,1.42,3.89,2023
上田　洸太朗,中日,4.5,13,0,0,0,0,0.0,93,20.0,22,0,9,0,15,13,10,1.55,2.97,2023
富田　蓮,阪神,4.5,9,1,2,0,0,0.333,66,16.0,14,2,5,0,10,11,8,1.19,4.43,2023
古川　侑利,ソフトバンク,4.5,9,0,0,0,0,0.0,42,10.0,12,3,1,0,11,5,5,1.3,5.12,2023
笠原　祥太郎,DeNA,4.5,2,0,2,0,0,0.0,36,6.0,10,0,7,0,5,6,3,2.83,4.95,2023
東浜　巨,ソフトバンク,4.52,17,6,7,0,0,0.462,428,99.2,114,6,24,0,73,50,50,1.38,3.16,2023
森　翔平,広島,4.53,12,4,2,0,0,0.667,224,51.2,58,7,10,1,38,29,26,1.32,4.05,2023
エスコバー,DeNA,4.55,40,2,1,0,11,0.667,138,31.2,28,6,16,2,30,18,16,1.39,5.3,2023
辛島　航,楽天,4.56,10,1,5,0,0,0.167,224,51.1,57,7,16,1,24,27,26,1.42,4.95,2023
西口　直人,楽天,4.56,26,0,4,0,7,0.0,109,23.2,32,4,9,0,18,14,12,1.73,4.94,2023
青柳　晃洋,阪神,4.57,18,8,6,0,0,0.571,439,100.1,102,6,38,9,64,54,51,1.4,3.97,2023
高橋　奎二,ヤクルト,4.6,20,4,9,0,0,0.308,445,101.2,104,20,47,6,94,53,52,1.49,5.3,2023
森　唯斗,ソフトバンク,4.6,6,2,3,0,0,0.4,126,29.1,28,2,9,0,27,15,15,1.26,3.09,2023
三上　朋也,巨人,4.6,22,0,1,0,7,0.0,73,15.2,18,1,8,4,9,8,8,1.66,5.1,2023
砂田　毅樹,中日,4.61,18,0,1,0,1,0.0,60,13.2,12,1,7,0,12,7,7,1.39,3.63,2023
戸根　千明,広島,4.64,24,1,0,0,5,1.0,103,21.1,22,3,16,0,11,14,11,1.78,6.03,2023
小野　郁,ロッテ,4.66,10,0,1,0,4,0.0,41,9.2,9,0,3,1,6,5,5,1.24,3.12,2023
高梨　裕稔,ヤクルト,4.69,15,0,3,0,1,0.0,170,40.1,42,6,10,1,30,23,21,1.29,4.31,2023
美馬　学,ロッテ,4.76,18,3,9,0,0,0.25,429,98.1,106,13,32,3,67,55,52,1.4,4.51,2023
三嶋　一輝,DeNA,4.84,27,3,1,0,6,0.75,108,22.1,33,3,7,2,17,12,12,1.79,4.42,2023
田島　慎二,中日,4.85,32,1,2,0,10,0.333,127,29.2,24,3,17,1,31,16,16,1.38,4.16,2023
田中　将大,楽天,4.91,24,7,11,0,0,0.389,600,139.1,156,15,38,5,81,79,76,1.39,4.28,2023
澤村　拓一,ロッテ,4.91,34,4,3,3,14,0.571,148,33.0,33,6,18,1,24,18,18,1.55,5.57,2023
玉村　昇悟,広島,4.96,9,3,1,0,0,0.75,199,45.1,52,9,11,2,44,28,25,1.39,4.62,2023
仲地　礼亜,中日,4.98,9,2,5,0,0,0.286,194,43.1,41,6,25,0,37,24,24,1.52,4.87,2023
ロドリゲス,日本ハム,5.09,37,1,7,0,12,0.125,163,35.1,42,5,20,0,20,21,20,1.75,5.27,2023
コルニエル,広島,5.1,8,1,4,0,0,0.2,191,42.1,46,2,18,2,23,25,24,1.51,4.06,2023
近藤　大亮,オリックス,5.11,12,0,1,0,0,0.0,57,12.1,12,1,8,1,16,7,7,1.62,3.77,2023
髙橋　優貴,巨人,5.14,6,0,1,0,0,0.0,68,14.0,18,2,8,2,9,9,8,1.86,5.83,2023
塹江　敦哉,広島,5.14,8,0,0,0,2,0.0,33,7.0,10,1,3,0,10,4,4,1.86,3.41,2023
福谷　浩司,中日,5.17,14,3,4,0,0,0.429,241,54.0,72,6,11,1,36,34,31,1.54,3.9,2023
エンス,西武,5.17,12,1,10,0,0,0.091,236,54.0,53,6,23,5,30,37,31,1.41,5.01,2023
尾仲　祐哉,ヤクルト,5.17,11,0,1,0,0,0.0,72,15.2,21,2,7,1,8,9,9,1.79,5.29,2023
嘉弥真　新也,ソフトバンク,5.25,23,1,0,0,7,1.0,56,12.0,16,1,6,1,7,7,7,1.83,4.79,2023
横山　陸人,ロッテ,5.26,38,2,3,1,8,0.4,172,39.1,41,3,18,1,42,25,23,1.5,3.27,2023
代木　大和,巨人,5.4,13,0,0,0,0,0.0,76,16.2,23,2,6,2,15,10,10,1.74,4.32,2023
大曲　錬,西武,5.4,10,0,0,0,0,0.0,50,10.0,14,0,8,0,5,8,6,2.2,4.52,2023
田中　瑛斗,日本ハム,5.4,2,0,0,0,0,0.0,41,8.1,8,1,7,1,4,5,5,1.8,6.6,2023
井口　和朋,日本ハム,5.4,5,0,0,0,0,0.0,23,5.0,6,0,3,0,2,3,3,1.8,4.12,2023
エスピナル,ヤクルト,5.4,3,0,0,0,0,0.0,20,5.0,1,1,5,0,4,3,3,1.2,7.12,2023
成田　翔,ヤクルト,5.4,3,0,0,0,0,0.0,17,3.1,4,0,1,2,2,2,2,1.5,4.62,2023
増田　達至,西武,5.45,40,4,4,19,6,0.5,169,38.0,44,5,7,2,27,24,23,1.34,4.12,2023
田中　千晴,巨人,5.51,30,2,3,0,3,0.4,148,32.2,30,4,19,0,41,22,20,1.5,3.95,2023
山本　拓実,中日,5.54,14,0,1,0,0,0.0,61,13.0,17,1,5,0,11,11,8,1.69,3.58,2023
弓削　隼人,楽天,5.59,12,0,0,0,0,0.0,47,9.2,12,1,4,2,5,7,6,1.66,4.98,2023
岡野　祐一郎,中日,5.73,15,0,0,0,0,0.0,92,22.0,22,3,2,3,19,14,14,1.09,3.85,2023
廣畑　敦也,ロッテ,5.73,8,1,1,0,0,0.5,50,11.0,14,1,5,0,11,7,7,1.73,3.39,2023
坂本　裕哉,DeNA,5.76,13,0,1,0,0,0.0,111,25.0,27,2,12,2,13,16,16,1.56,4.8,2023
ワゲスパック,オリックス,5.77,31,4,7,2,4,0.364,201,43.2,44,4,26,1,67,30,28,1.6,3.1,2023
ガンケル,ソフトバンク,5.82,5,0,1,0,0,0.0,80,17.0,21,3,5,2,11,14,11,1.53,5.36,2023
浜地　真澄,阪神,5.86,30,3,1,0,6,0.75,121,27.2,32,6,6,0,23,18,18,1.37,4.93,2023
石川　直也,日本ハム,5.87,16,0,0,1,3,0.0,67,15.1,17,1,4,1,12,10,10,1.37,3.38,2023
コットン,オリックス,5.89,7,1,1,0,1,0.5,84,18.1,24,4,4,1,22,13,12,1.53,4.37,2023
森　遼大朗,ロッテ,6.0,7,1,4,0,0,0.2,153,33.0,41,3,10,2,29,23,22,1.55,3.64,2023
小野　泰己,オリックス,6.0,5,0,0,0,0,0.0,35,6.0,6,0,10,1,0,4,4,2.67,8.62,2023
立野　和明,日本ハム,6.0,4,0,1,0,0,0.0,29,6.0,10,2,1,0,7,4,4,1.83,5.62,2023
久保　拓眞,ヤクルト,6.0,5,0,0,0,1,0.0,22,3.0,8,2,3,1,1,3,2,3.67,14.12,2023
